"CVE_ID","CPE_URI"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.1.2488:build_20230812:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.0.2466:build_20230721:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.0.2453:build_20230708:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.0.2424:build_20230609:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.3.2578:build_20231110:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.2.2534:build_20230927:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.5.2647:build_20240118:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.4.2596:build_20231128:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.5.2680:build_20240220:*:*:*:*:*:*"
"CVE-2024-21904","cpe:2.3:o:qnap:quts_hero:h5.1.6.2734:build_20240414:*:*:*:*:*:*"
"CVE-2024-21905",NA
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.0.2348:build_20230325:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.0.2418:build_20230603:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.0.2399:build_20230515:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.0.2466:build_20230721:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.1.2491:build_20230815:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.0.2444:build_20230629:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.3.2578:build_20231110:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.2.2533:build_20230926:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.4.2596:build_20231128:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.5.2645:build_20240116:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.5.2679:build_20240219:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.6.2722:build_20240402:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:qts:5.1.7.2770:build_20240520:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.0.2409:build_20230525:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.1.2488:build_20230812:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.0.2466:build_20230721:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.0.2453:build_20230708:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.0.2424:build_20230609:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.3.2578:build_20231110:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.2.2534:build_20230927:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.5.2647:build_20240118:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.4.2596:build_20231128:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.5.2680:build_20240220:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.6.2734:build_20240414:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.7.2770:build_20240520:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.7.2788:build_20240607:*:*:*:*:*:*"
"CVE-2024-21906","cpe:2.3:o:qnap:quts_hero:h5.1.7.2794:build_20240613:*:*:*:*:*:*"
"CVE-2024-21907","cpe:2.3:a:newtonsoft:json.net:*:*:*:*:*:*:*:*"
"CVE-2024-21908","cpe:2.3:a:tiny:tinymce:*:*:*:*:*:*:*:*"
"CVE-2024-21909","cpe:2.3:a:peteroupc:cbor:*:*:*:*:*:.net:*:*"
"CVE-2024-2191","cpe:2.3:a:gitlab:gitlab:17.1.0:*:*:*:enterprise:*:*:*"
"CVE-2024-2191","cpe:2.3:a:gitlab:gitlab:17.1.0:*:*:*:community:*:*:*"
"CVE-2024-2191","cpe:2.3:a:gitlab:gitlab:*:*:*:*:enterprise:*:*:*"
"CVE-2024-2191","cpe:2.3:a:gitlab:gitlab:*:*:*:*:community:*:*:*"
"CVE-2024-2191","cpe:2.3:a:gitlab:gitlab:*:*:*:*:community:*:*:*"
"CVE-2024-2191","cpe:2.3:a:gitlab:gitlab:*:*:*:*:enterprise:*:*:*"
"CVE-2024-21910","cpe:2.3:a:tiny:tinymce:*:*:*:*:*:*:*:*"
"CVE-2024-21911","cpe:2.3:a:tiny:tinymce:*:*:*:*:*:*:*:*"
"CVE-2024-21912",NA
"CVE-2024-21913",NA
"CVE-2024-21914",NA
"CVE-2024-21915",NA
"CVE-2024-21916","cpe:2.3:o:rockwellautomation:controllogix_5570_controller_firmware:20.011:*:*:*:*:*:*:*"
"CVE-2024-21916","cpe:2.3:h:rockwellautomation:controllogix_5570_controller:-:*:*:*:*:*:*:*"
"CVE-2024-21916","cpe:2.3:o:rockwellautomation:guardlogix_5570_controller_firmware:20.011:*:*:*:*:*:*:*"
"CVE-2024-21916","cpe:2.3:h:rockwellautomation:guardlogix_5570_controller:-:*:*:*:*:*:*:*"
"CVE-2024-21916","cpe:2.3:o:rockwellautomation:controllogix_5570_redundant_controller_firmware:20.054_kit1:*:*:*:*:*:*:*"
"CVE-2024-21916","cpe:2.3:h:rockwellautomation:controllogix_5570_redundant_controller:-:*:*:*:*:*:*:*"
"CVE-2024-21917","cpe:2.3:a:rockwellautomation:factorytalk_services_platform:*:*:*:*:*:*:*:*"
"CVE-2024-21918",NA
"CVE-2024-21919",NA
"CVE-2024-21920",NA
"CVE-2024-2193",NA
"CVE-2024-2194",NA
"CVE-2024-2195",NA
"CVE-2024-2196",NA
"CVE-2024-2197",NA
"CVE-2024-21972",NA
"CVE-2024-21978",NA
"CVE-2024-21979",NA
"CVE-2024-2198",NA
"CVE-2024-21980",NA
"CVE-2024-21981",NA
"CVE-2024-21982","cpe:2.3:o:netapp:clustered_data_ontap:9.8:-:*:*:*:*:*:*"
"CVE-2024-21982","cpe:2.3:o:netapp:clustered_data_ontap:9.9.1:-:*:*:*:*:*:*"
"CVE-2024-21982","cpe:2.3:o:netapp:clustered_data_ontap:9.11.1:-:*:*:*:*:*:*"
"CVE-2024-21982","cpe:2.3:o:netapp:clustered_data_ontap:*:*:*:*:*:*:*:*"
"CVE-2024-21982","cpe:2.3:o:netapp:clustered_data_ontap:9.10.1:-:*:*:*:*:*:*"
"CVE-2024-21982","cpe:2.3:o:netapp:clustered_data_ontap:9.12.1:-:*:*:*:*:*:*"
"CVE-2024-21982","cpe:2.3:o:netapp:clustered_data_ontap:9.13.1:-:*:*:*:*:*:*"
"CVE-2024-21983",NA
"CVE-2024-21984",NA
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:9.9.1:-:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:9.10.1:-:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:*:*:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:*:*:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:*:*:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:*:*:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:*:*:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:9.11.1:-:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:9.12.1:-:*:*:*:*:*:*"
"CVE-2024-21985","cpe:2.3:a:netapp:clustered_data_ontap:9.13.1:-:*:*:*:*:*:*"
"CVE-2024-21987",NA
"CVE-2024-21988",NA
"CVE-2024-21989",NA
"CVE-2024-2199",NA
"CVE-2024-21990",NA
"CVE-2024-21993","cpe:2.3:a:netapp:snapcenter:*:*:*:*:*:*:*:*"
"CVE-2024-2200",NA
"CVE-2024-22002",NA
"CVE-2024-22004",NA
"CVE-2024-22005",NA
"CVE-2024-22006",NA
"CVE-2024-22007",NA
"CVE-2024-22008",NA
"CVE-2024-22009",NA
"CVE-2024-22010",NA
"CVE-2024-22011",NA
"CVE-2024-22012","cpe:2.3:o:google:android:-:*:*:*:*:*:*:*"
"CVE-2024-22013",NA
"CVE-2024-22014",NA
"CVE-2024-22015",NA
"CVE-2024-22016","cpe:2.3:a:rapidscada:rapid_scada:*:*:*:*:*:*:*:*"
"CVE-2024-22017",NA
"CVE-2024-22018",NA
"CVE-2024-22019",NA
"CVE-2024-2202",NA
"CVE-2024-22020",NA
"CVE-2024-22021","cpe:2.3:a:veeam:availability_orchestrator:4.0:*:*:*:*:*:*:*"
"CVE-2024-22021","cpe:2.3:a:veeam:disaster_recovery_orchestrator:5.0:*:*:*:*:*:*:*"
"CVE-2024-22021","cpe:2.3:a:veeam:recovery_orchestrator:6.0:*:*:*:*:*:*:*"
"CVE-2024-22022","cpe:2.3:a:veeam:recovery_orchestrator:*:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r16:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r15:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r15:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r16:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r1:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r2:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r3:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r4:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r5:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r6:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r7:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r8:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r9:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r10:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r11:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r12:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r13:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r14:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r17:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:r18:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r1:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r2:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r3:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r4:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r4.1:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r4.2:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r4.3:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r5:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r6:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r7:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r8:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r9:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r10:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r11:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r11.5:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r12:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r13:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r17:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r18:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.0:r1:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.0:r2:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.0:r2.1:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.0:r3:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.0:r3.1:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.1:-:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.0:-:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:9.0:r4:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:9.1:r14:*:*:lts:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:22.1:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:22.2:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:22.3:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:22.4:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:22.5:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:connect_secure:22.6:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:22.1:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:22.2:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:22.3:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:22.4:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:22.5:*:*:*:*:*:*:*"
"CVE-2024-22023","cpe:2.3:a:ivanti:policy_secure:22.6:*:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:connect_secure:22.5:r2.2:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:connect_secure:9.1:r14.4:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:connect_secure:9.1:r18.3:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:connect_secure:22.4:r2.2:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:connect_secure:22.5:r1.1:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:connect_secure:9.1:r17.2:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:policy_secure:22.5:r1.1:*:*:*:*:*:*"
"CVE-2024-22024","cpe:2.3:a:ivanti:zero_trust_access:22.6:r1.3:*:*:*:*:*:*"
"CVE-2024-22025",NA
"CVE-2024-22026","cpe:2.3:a:ivanti:endpoint_manager_mobile:*:*:*:*:*:*:*:*"
"CVE-2024-22027","cpe:2.3:a:ays-pro:quiz_maker:*:*:*:*:*:wordpress:*:*"
"CVE-2024-22028","cpe:2.3:o:3rrr-btob:3r-tmc01_firmware:*:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:h:3rrr-btob:3r-tmc01:-:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:o:3rrr-btob:3r-tmc02_firmware:*:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:h:3rrr-btob:3r-tmc02:-:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:o:3rrr-btob:3r-tmc03_firmware:*:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:h:3rrr-btob:3r-tmc03:-:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:o:3rrr-btob:3r-tmc04_firmware:*:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:h:3rrr-btob:3r-tmc04:-:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:o:3rrr-btob:3r-tmc05_firmware:*:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:h:3rrr-btob:3r-tmc05:-:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:o:3rrr-btob:3r-tmc06_firmware:*:*:*:*:*:*:*:*"
"CVE-2024-22028","cpe:2.3:h:3rrr-btob:3r-tmc06:-:*:*:*:*:*:*:*"
"CVE-2024-2203",NA
"CVE-2024-22039","cpe:2.3:a:siemens:cerberus_pro_en_fire_panel_fc72x:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:cerberus_pro_en_engineering_tool:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:cerberus_pro_en_x200_cloud_distribution:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:sinteso_fs20_en_x200_cloud_distribution:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:sinteso_fs20_en_fire_panel_fc20:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:sinteso_fs20_en_engineering_tool:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:cerberus_pro_en_x300_cloud_distribution:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:sinteso_mobile:*:*:*:*:*:*:*:*"
"CVE-2024-22039","cpe:2.3:a:siemens:sinteso_fs20_en_x300_cloud_distribution:*:*:*:*:*:*:*:*"
"CVE-2024-2204",NA
"CVE-2024-22040",NA
"CVE-2024-22041",NA
"CVE-2024-22042",NA
"CVE-2024-22043",NA
"CVE-2024-22044",NA
"CVE-2024-22045","cpe:2.3:a:siemens:sinema_remote_connect_client:3.1:-:*:*:*:*:*:*"
"CVE-2024-22045","cpe:2.3:a:siemens:sinema_remote_connect_client:*:*:*:*:*:*:*:*"
"CVE-2024-22047","cpe:2.3:a:collectiveidea:audited:*:*:*:*:*:*:*:*"
"CVE-2024-22048","cpe:2.3:a:gov.uk:govuk_tech_docs:*:*:*:*:*:ruby:*:*"
"CVE-2024-22049","cpe:2.3:a:john_nunemaker:httparty:*:*:*:*:*:*:*:*"
"CVE-2024-22050","cpe:2.3:a:boazsegev:iodine:*:*:*:*:*:ruby:*:*"
"CVE-2024-22051","cpe:2.3:a:github:cmark-gfm:*:*:*:*:*:*:*:*"
"CVE-2024-22051","cpe:2.3:a:github:cmark-gfm:*:*:*:*:*:*:*:*"
"CVE-2024-22051","cpe:2.3:a:gjtorikian:commonmarker:*:*:*:*:*:ruby:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r16:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r15:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r15:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r16:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r1:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r2:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r3:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r4:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r5:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r6:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r7:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r8:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r9:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r10:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r11:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r12:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r13:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r14:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r17:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:r18:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r1:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r2:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r3:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r4:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r4.1:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r4.2:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r4.3:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r5:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r6:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r7:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r8:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r9:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r10:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r11:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r11.5:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r12:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r13:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r17:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r18:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.0:r1:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.0:r2:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.0:r2.1:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.0:r3:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.0:r3.1:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.1:-:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.0:-:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:9.0:r4:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:9.1:r14:*:*:lts:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:22.1:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:22.2:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:22.3:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:22.4:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:22.5:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:connect_secure:22.6:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:22.1:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:22.2:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:22.3:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:22.4:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:22.5:*:*:*:*:*:*:*"
"CVE-2024-22052","cpe:2.3:a:ivanti:policy_secure:22.6:*:*:*:*:*:*:*"
"CVE-2024-22053","cpe:2.3:a:ivanti:connect_secure:9.1:r16:*:*:*:*:*:*"
"CVE-2024-22053","cpe:2.3:a:ivanti:connect_secure:9.1:r15:*:*:*:*:*:*"
"CVE-2024-22053","cpe:2.3:a:ivanti:policy_secure:9.1:r15:*:*:*:*:*:*"
"CVE-2024-22053","cpe:2.3:a:ivanti:policy_secure:9.1:r16:*:*:*:*:*:*"
"CVE-2024-22053","cpe:2.3:a:ivanti:policy_secure:9.1:r1:*:*:*:*:*:*"
"CVE-2024-22053","cpe:2.3:a:ivanti:policy_secure:9.1:r2:*:*:*:*:*:*"
